name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,sunshine
London,2019-04-15,13.6,5.6,9.3,13.6,3.1,8.1,2.0,61.9,0.0,0,0.0,,0.0,0.0,48.2,27.3,103.0,1020.4,75.0,11.8,141.2,12.1,6,,2019-04-15T06:05:36,2019-04-15T19:56:43,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",13.9
London,2019-04-16,17.1,7.1,11.7,17.1,6.6,11.5,6.3,70.2,0.214,100,4.17,rain,0.0,0.0,,15.9,0.2,1015.1,91.2,5.6,96.7,8.4,4,,2019-04-16T06:03:27,2019-04-16T19:58:23,0.39,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",13.9
London,2019-04-17,19.1,8.0,12.9,19.1,7.1,12.7,6.7,67.3,0.0,0,0.0,,0.0,0.0,0.0,16.5,88.1,1019.4,57.7,6.6,138.8,12.2,6,,2019-04-17T06:01:19,2019-04-17T20:00:04,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,D4121,03772099999,03770099999",14.0
London,2019-04-18,20.5,8.5,14.3,20.5,7.4,14.0,7.1,65.8,0.0,0,0.0,,0.0,0.0,0.0,23.4,76.4,1023.1,63.2,9.5,209.0,18.1,7,,2019-04-18T05:59:12,2019-04-18T20:01:44,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,D4121,03772099999,03770099999",14.0
London,2019-04-19,23.6,10.0,16.2,23.6,10.0,16.2,5.7,52.2,0.0,0,0.0,,0.0,0.0,13.0,16.8,58.9,1028.1,48.5,18.4,141.7,12.2,6,,2019-04-19T05:57:05,2019-04-19T20:03:24,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999",14.1
London,2019-04-20,24.1,10.1,16.9,24.1,10.1,16.9,5.9,50.9,0.0,0,0.0,,0.0,0.0,31.7,14.0,53.5,1029.6,6.7,19.4,133.0,11.1,7,,2019-04-20T05:55:00,2019-04-20T20:05:04,0.53,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999",14.2
London,2019-04-21,22.6,10.6,16.1,22.6,10.6,16.1,4.0,46.8,0.0,0,0.0,,0.0,0.0,,17.9,80.4,1020.6,0.8,19.1,133.2,11.4,7,,2019-04-21T05:52:55,2019-04-21T20:06:44,0.56,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",14.2
London,2019-04-22,24.1,10.1,16.4,24.1,10.1,16.4,6.0,52.1,0.0,0,0.0,,0.0,0.0,35.3,20.6,109.9,1006.5,54.9,22.3,121.3,10.3,6,,2019-04-22T05:50:51,2019-04-22T20:08:24,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",14.3
London,2019-04-23,20.5,12.6,15.8,20.5,12.6,15.8,7.4,57.7,0.0,0,0.0,,0.0,0.0,33.5,17.3,64.6,997.5,73.7,19.3,100.9,8.6,4,,2019-04-23T05:48:48,2019-04-23T20:10:04,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999",14.4
London,2019-04-24,18.6,10.5,14.0,18.6,10.5,14.0,8.2,67.8,0.4,100,4.17,rain,0.0,0.0,49.2,27.7,170.5,994.2,82.5,24.4,73.7,6.3,3,,2019-04-24T05:46:46,2019-04-24T20:11:44,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",14.4
London,2019-04-25,16.6,10.0,12.5,16.6,10.0,12.5,6.3,66.8,0.4,100,8.33,rain,0.0,0.0,48.2,28.1,175.5,999.2,61.8,41.0,71.1,6.0,4,,2019-04-25T05:44:46,2019-04-25T20:13:23,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",14.5
London,2019-04-26,16.1,7.6,11.6,16.1,6.9,11.3,6.3,71.5,0.002,100,4.17,rain,0.0,0.0,50.0,27.6,205.6,1009.0,63.5,28.3,87.8,7.5,4,,2019-04-26T05:42:46,2019-04-26T20:15:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",14.5
London,2019-04-27,12.1,8.0,10.1,12.1,3.7,8.5,2.9,62.0,0.403,100,8.33,rain,0.0,0.0,74.0,43.5,258.0,1009.6,79.4,31.3,57.5,5.0,2,,2019-04-27T05:40:47,2019-04-27T20:16:42,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999",14.6
London,2019-04-28,13.6,7.6,10.8,13.6,4.3,9.6,4.0,63.4,0.2,100,8.33,rain,0.0,0.0,50.0,23.4,315.1,1019.7,88.5,37.9,64.9,5.7,3,,2019-04-28T05:38:50,2019-04-28T20:18:21,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",14.7
London,2019-04-29,15.0,7.0,10.7,15.0,5.7,10.5,5.6,71.9,0.0,0,0.0,,0.0,0.0,27.7,11.3,68.5,1025.9,82.0,23.5,78.0,6.9,4,,2019-04-29T05:36:54,2019-04-29T20:20:00,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999",14.7
London,2019-04-30,16.6,7.6,11.9,16.6,7.6,11.8,6.3,70.3,0.0,0,0.0,,0.0,0.0,,12.3,106.8,1024.6,58.2,18.9,102.5,8.9,5,,2019-04-30T05:34:59,2019-04-30T20:21:39,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,D6143,03772099999,03770099999",14.8
London,2019-05-01,17.1,7.0,12.4,17.1,7.0,12.3,6.6,69.3,0.0,0,0.0,,0.0,0.0,27.7,17.2,267.8,1018.5,76.1,20.2,120.0,10.3,6,,2019-05-01T05:33:05,2019-05-01T20:23:17,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",14.8
London,2019-05-02,16.6,10.1,12.7,16.6,10.1,12.7,7.1,70.0,1.99,100,4.17,rain,0.0,0.0,0.0,20.0,300.7,1014.3,67.8,31.4,103.5,8.9,6,,2019-05-02T05:31:13,2019-05-02T20:24:55,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999",14.9
London,2019-05-03,13.5,7.5,10.2,13.5,4.9,9.8,6.7,79.0,4.969,100,8.33,rain,0.0,0.0,27.7,18.2,326.7,1014.7,79.8,20.0,56.9,5.0,2,,2019-05-03T05:29:22,2019-05-03T20:26:33,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999",15.0
London,2019-05-04,11.0,5.6,7.9,11.0,2.2,5.6,1.4,64.3,1.199,100,8.33,rain,0.0,0.0,56.9,31.1,9.9,1019.1,58.4,36.9,118.4,10.3,7,,2019-05-04T05:27:33,2019-05-04T20:28:11,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",15.0
London,2019-05-05,11.6,5.0,8.5,11.6,2.7,7.3,0.4,58.4,0.002,100,4.17,rain,0.0,0.0,,16.5,336.0,1025.8,60.5,30.3,112.5,9.6,6,,2019-05-05T05:25:45,2019-05-05T20:29:48,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",15.1
London,2019-05-06,13.0,6.1,9.8,13.0,4.6,9.1,0.7,53.8,0.0,0,0.0,,0.0,0.0,29.5,17.6,288.1,1022.1,90.7,43.0,85.2,7.3,3,,2019-05-06T05:23:58,2019-05-06T20:31:24,0.05,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",15.1
London,2019-05-07,15.6,7.0,11.5,15.6,6.5,11.3,2.1,54.2,0.0,0,0.0,,0.0,0.0,,19.0,192.3,1014.6,86.9,37.2,129.6,11.1,7,,2019-05-07T05:22:13,2019-05-07T20:33:00,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999",15.2
London,2019-05-08,15.5,9.0,11.2,15.5,6.4,10.7,7.6,79.4,8.247,100,12.5,rain,0.0,0.0,57.1,33.6,190.6,995.0,78.9,15.0,52.5,4.4,2,,2019-05-08T05:20:30,2019-05-08T20:34:36,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999",15.2
London,2019-05-09,14.5,7.1,10.9,14.5,6.4,10.8,8.4,84.8,5.026,100,12.5,rain,0.0,0.0,46.4,18.1,274.0,997.1,74.5,17.4,97.0,8.4,6,,2019-05-09T05:18:48,2019-05-09T20:36:11,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999",15.3
London,2019-05-10,16.1,6.1,11.4,16.1,5.7,11.2,5.9,71.6,1.996,100,4.17,rain,0.0,0.0,,11.3,243.6,1008.6,66.9,21.5,145.5,12.7,8,,2019-05-10T05:17:09,2019-05-10T20:37:45,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,03772099999,03770099999",15.3
London,2019-05-11,15.0,9.1,11.7,15.0,7.9,11.6,6.4,70.7,0.802,100,8.33,rain,0.0,0.0,,16.5,357.9,1019.1,69.9,22.9,79.9,6.9,6,,2019-05-11T05:15:30,2019-05-11T20:39:19,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03660099999,03672099999,03772099999,03770099999",15.4
London,2019-05-12,16.6,5.6,11.5,16.6,4.8,11.4,3.4,60.6,0.005,100,8.33,rain,0.0,0.0,,19.1,81.4,1035.6,31.7,34.2,168.1,14.4,9,,2019-05-12T05:13:54,2019-05-12T20:40:52,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03660099999,03672099999,03772099999,03770099999",15.4
London,2019-05-13,17.0,6.1,11.7,17.0,6.1,11.7,3.7,60.6,0.0,0,0.0,,0.0,0.0,33.5,19.5,85.9,1039.5,47.5,39.8,166.4,14.3,9,,2019-05-13T05:12:20,2019-05-13T20:42:24,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03660099999,03672099999,03772099999,03770099999",15.5
London,2019-05-14,17.6,8.0,12.9,17.6,7.1,12.7,4.1,57.4,0.0,0,0.0,,0.0,0.0,40.7,20.5,79.5,1034.2,35.0,38.2,172.7,15.1,8,,2019-05-14T05:10:47,2019-05-14T20:43:55,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03660099999,03672099999,03768099999,03781099999,03772099999,03770099999",15.6
London,2019-05-15,19.1,7.6,13.5,19.1,6.8,13.3,5.4,60.7,0.0,0,0.0,,0.0,0.0,0.0,16.8,80.5,1026.7,56.2,25.6,177.4,15.2,8,,2019-05-15T05:09:17,2019-05-15T20:45:26,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",15.6
London,2019-05-16,17.5,8.1,13.0,17.5,7.1,12.7,4.1,57.7,0.0,0,0.0,,0.0,0.0,46.4,23.1,70.1,1019.3,40.4,28.9,111.1,9.7,6,,2019-05-16T05:07:48,2019-05-16T20:46:56,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,D4121,03772099999,03770099999",15.7
London,2019-05-17,15.0,9.6,12.0,15.0,8.0,11.9,8.0,76.6,0.001,100,4.17,rain,0.0,0.0,,17.4,42.4,1009.4,85.4,22.0,37.3,3.0,1,,2019-05-17T05:06:21,2019-05-17T20:48:24,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999",15.7
London,2019-05-18,18.6,9.1,13.4,18.6,8.8,13.4,8.8,74.8,0.596,100,4.17,rain,0.0,0.0,,9.3,337.8,1006.7,81.9,17.5,101.1,8.6,3,,2019-05-18T05:04:57,2019-05-18T20:49:52,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999",15.7
London,2019-05-19,17.6,9.6,14.1,17.6,9.6,14.1,9.5,75.1,0.198,100,4.17,rain,0.0,0.0,,10.0,12.8,1009.6,82.3,14.3,114.7,9.8,4,,2019-05-19T05:03:35,2019-05-19T20:51:18,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999",15.8
London,2019-05-20,19.1,12.5,16.0,19.1,12.5,16.0,9.2,65.0,0.198,100,4.17,rain,0.0,0.0,0.0,12.3,340.5,1012.5,83.5,26.4,152.1,13.1,6,,2019-05-20T05:02:15,2019-05-20T20:52:44,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,03772099999,03770099999",15.8
London,2019-05-21,20.1,11.0,16.2,20.1,11.0,16.2,6.0,52.8,0.0,0,0.0,,0.0,0.0,23.7,13.3,331.1,1017.9,23.8,39.5,189.8,16.4,9,,2019-05-21T05:00:57,2019-05-21T20:54:08,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",15.9
London,2019-05-22,21.0,12.0,16.3,21.0,12.0,16.3,4.5,45.8,0.0,0,0.0,,0.0,0.0,22.3,15.6,231.1,1019.7,60.5,48.2,143.3,12.3,6,,2019-05-22T04:59:41,2019-05-22T20:55:31,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",15.9
London,2019-05-23,23.5,10.6,17.3,23.5,10.6,17.3,5.8,48.8,0.0,0,0.0,,0.0,0.0,27.7,20.5,226.7,1016.5,62.3,43.9,181.9,15.4,9,,2019-05-23T04:58:28,2019-05-23T20:56:52,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,AR120,03772099999,03770099999",16.0
London,2019-05-24,22.1,12.6,17.0,22.1,12.6,17.0,8.4,58.4,0.0,0,0.0,,0.0,0.0,31.7,16.3,309.5,1017.0,51.5,39.6,172.7,14.9,7,,2019-05-24T04:57:17,2019-05-24T20:58:12,0.68,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",16.0
London,2019-05-25,23.1,14.1,18.4,23.1,14.1,18.4,9.7,59.0,0.993,100,4.17,rain,0.0,0.0,,16.6,301.5,1018.2,84.0,45.7,134.5,11.6,6,,2019-05-25T04:56:09,2019-05-25T20:59:31,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999",16.1
London,2019-05-26,20.5,14.6,17.7,20.5,14.6,17.7,12.1,69.6,0.002,100,4.17,rain,0.0,0.0,48.2,26.0,254.3,1013.7,83.5,41.0,155.5,13.4,9,,2019-05-26T04:55:03,2019-05-26T21:00:48,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",16.1
London,2019-05-27,18.6,10.5,14.5,18.6,10.5,14.5,7.0,62.6,0.0,0,0.0,,0.0,0.0,46.4,25.2,272.0,1010.6,75.8,40.0,151.6,13.0,7,,2019-05-27T04:54:00,2019-05-27T21:02:03,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",16.1
London,2019-05-28,17.0,10.5,13.3,17.0,10.5,13.3,6.7,65.1,0.24,100,16.67,rain,0.0,0.0,,20.0,316.9,1012.3,72.7,48.8,110.6,9.6,4,,2019-05-28T04:52:59,2019-05-28T21:03:17,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,03772099999,03770099999",16.2
London,2019-05-29,16.0,10.5,13.1,16.0,10.5,13.1,9.1,77.8,0.612,100,4.17,rain,0.0,0.0,33.5,22.3,210.9,1018.7,82.2,23.5,113.7,9.7,4,,2019-05-29T04:52:01,2019-05-29T21:04:29,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",16.2
London,2019-05-30,23.1,15.0,18.7,23.1,15.0,18.7,12.7,69.0,0.001,100,4.17,rain,0.0,0.0,46.4,25.3,246.8,1020.8,86.3,32.7,115.0,9.9,5,,2019-05-30T04:51:06,2019-05-30T21:05:39,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",16.2
London,2019-05-31,19.5,14.5,17.3,19.5,14.5,17.3,11.0,66.5,0.0,0,0.0,,0.0,0.0,,19.4,230.4,1023.7,74.9,46.5,87.4,7.6,3,,2019-05-31T04:50:13,2019-05-31T21:06:47,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",16.3
London,2019-06-01,26.5,12.0,19.5,26.5,12.0,19.5,10.5,59.2,0.0,0,0.0,,0.0,0.0,,17.0,200.0,1019.6,64.9,39.3,198.1,17.1,9,,2019-06-01T04:49:23,2019-06-01T21:07:53,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",16.3
London,2019-06-02,27.0,16.6,21.2,26.6,16.6,21.2,12.6,60.3,0.0,0,0.0,,0.0,0.0,53.6,26.7,213.6,1010.4,72.4,38.4,170.5,14.6,7,,2019-06-02T04:48:36,2019-06-02T21:08:58,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",16.3
London,2019-06-03,19.6,11.6,16.0,19.6,11.6,16.0,7.6,58.8,0.0,0,0.0,,0.0,0.0,,23.5,240.8,1012.4,57.7,35.0,134.2,11.6,6,,2019-06-03T04:47:52,2019-06-03T21:10:00,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",16.4
London,2019-06-04,17.0,11.5,14.5,17.0,11.5,14.5,10.7,78.4,0.217,100,8.33,rain,0.0,0.0,38.9,20.0,154.0,1006.6,79.8,25.2,49.6,4.3,2,,2019-06-04T04:47:11,2019-06-04T21:10:59,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",16.4
London,2019-06-05,19.1,12.6,15.3,19.1,12.6,15.3,8.5,65.4,0.0,0,0.0,,0.0,0.0,,19.6,228.9,1005.9,74.0,37.3,115.3,10.0,4,,2019-06-05T04:46:32,2019-06-05T21:11:57,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999",16.4
London,2019-06-06,19.0,9.6,14.6,19.0,9.0,14.5,5.9,58.7,0.794,100,4.17,rain,0.0,0.0,46.4,24.1,213.8,1010.1,42.2,44.1,160.8,13.9,8,,2019-06-06T04:45:57,2019-06-06T21:12:52,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999",16.4
London,2019-06-07,18.1,13.0,14.6,18.1,13.0,14.6,9.9,73.9,2.022,100,8.33,rain,0.0,0.0,48.2,20.8,105.6,1003.0,82.9,34.4,67.9,6.0,2,,2019-06-07T04:45:24,2019-06-07T21:13:45,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",16.5
London,2019-06-08,19.1,11.1,14.9,19.1,11.1,14.9,8.4,67.8,5.007,100,16.67,rain,0.0,0.0,62.0,34.5,249.2,1010.6,67.6,35.9,126.3,11.0,6,,2019-06-08T04:44:54,2019-06-08T21:14:36,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",16.5
London,2019-06-09,19.0,10.1,14.6,19.0,10.1,14.6,7.2,63.6,0.004,100,8.33,rain,0.0,0.0,,14.6,220.6,1020.5,74.2,35.4,146.6,12.6,6,,2019-06-09T04:44:28,2019-06-09T21:15:24,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",16.5
London,2019-06-10,14.5,10.1,11.9,14.5,10.1,11.9,9.9,87.8,23.179,100,12.5,rain,0.0,0.0,,17.1,5.6,1015.0,95.1,15.9,21.6,2.0,1,,2019-06-10T04:44:04,2019-06-10T21:16:09,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,03772099999,03770099999",16.5
London,2019-06-11,18.6,11.5,13.8,18.6,11.5,13.8,10.7,82.4,7.079,100,12.5,rain,0.0,0.0,46.4,19.6,25.6,1011.4,87.5,30.7,122.0,10.6,5,,2019-06-11T04:43:44,2019-06-11T21:16:52,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999",16.6
London,2019-06-12,16.6,11.5,13.0,16.6,11.5,13.0,10.3,84.0,4.217,100,12.5,rain,0.0,0.0,,12.0,27.4,1009.9,91.8,25.4,71.9,6.3,4,,2019-06-12T04:43:26,2019-06-12T21:17:32,0.32,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999",16.6
London,2019-06-13,14.6,11.6,13.1,14.6,11.6,13.1,10.6,85.4,4.434,100,8.33,rain,0.0,0.0,50.0,27.4,216.2,1005.9,86.1,22.1,73.9,6.2,2,,2019-06-13T04:43:12,2019-06-13T21:18:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",16.6
London,2019-06-14,18.6,12.6,15.2,18.6,12.6,15.2,10.6,74.8,1.205,100,12.5,rain,0.0,0.0,46.4,26.4,203.1,1010.2,69.6,34.4,106.6,9.3,4,,2019-06-14T04:43:00,2019-06-14T21:18:44,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",16.6
London,2019-06-15,18.6,12.5,15.1,18.6,12.5,15.1,10.2,72.8,0.002,100,4.17,rain,0.0,0.0,46.4,23.9,199.0,1012.8,74.7,34.9,116.2,9.9,5,,2019-06-15T04:42:52,2019-06-15T21:19:15,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,F4685,03772099999,03770099999",16.6
London,2019-06-16,19.6,10.5,15.5,19.6,10.5,15.5,10.9,74.8,0.81,100,8.33,rain,0.0,0.0,51.8,30.1,212.4,1016.6,64.0,30.3,118.3,10.0,7,,2019-06-16T04:42:47,2019-06-16T21:19:44,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",16.6
London,2019-06-17,21.5,12.6,17.0,21.5,12.6,17.0,9.8,64.0,0.0,0,0.0,,0.0,0.0,44.6,23.5,216.0,1017.7,63.1,37.0,201.7,17.5,9,,2019-06-17T04:42:44,2019-06-17T21:20:10,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999",16.6
London,2019-06-18,19.0,12.5,15.9,19.0,12.5,15.9,11.7,77.0,3.99,100,8.33,rain,0.0,0.0,,10.3,225.2,1014.2,84.7,25.5,99.8,8.6,5,,2019-06-18T04:42:45,2019-06-18T21:20:33,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",16.6
London,2019-06-19,19.5,14.0,16.6,19.5,14.0,16.6,13.8,83.3,2.426,100,8.33,rain,0.0,0.0,,13.1,295.3,1008.0,89.3,16.6,66.9,5.9,3,,2019-06-19T04:42:49,2019-06-19T21:20:53,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",16.6
London,2019-06-20,19.0,13.6,16.2,19.0,13.6,16.2,10.3,69.2,1.004,100,8.33,rain,0.0,0.0,50.0,21.6,255.2,1012.4,75.2,39.3,110.2,9.5,5,,2019-06-20T04:42:56,2019-06-20T21:21:10,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",16.6
London,2019-06-21,20.0,10.5,16.1,20.0,10.5,16.1,8.2,61.7,0.0,0,0.0,,0.0,0.0,,16.0,265.7,1019.2,49.1,44.0,170.7,14.7,8,,2019-06-21T04:43:06,2019-06-21T21:21:24,0.63,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",16.6
